id,name,flavors,race,positive_effects,negative_effects,medical_uses,Rating,Description
1953,Thai,"['Earthy', 'Pungent', 'Flowery', 'Sweet']",sativa,"['Relaxed', 'Happy', 'Energetic', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Headache', 'Fatigue', 'Headaches']",4.2,"Thai refers to a cannabis variety that grows natively in Thailand and was brought to the U.S. in the 70s and 80s. This pure sativa landrace is sometimes called “Thai Sticks” because of the way its buds are traditionally dried and tied into long sticks. This original Thai variety has given rise to many strains we commonly see on the market today, including Voodoo, Juicy Fruit, and the classic Haze. Thai induces powerful but comfortable effects and has a distinct fruity, citrus aroma. This strain is a challenge for growers outside tropical climates, but greenhouse gardens make this grow possible for experts patient enough for Thai’s long growth cycle and slow flowering."
1954,Thai Girl,"['Earthy', 'Honey', 'Pungent', 'Tropical', 'Sweet', 'Citrus']",hybrid,"['Relaxed', 'Happy', 'Creative', 'Energetic', 'Uplifted', 'Euphoric', 'Focused', 'Tingly']","['Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Stress', 'Nausea', 'Fatigue', 'Inflammation']",4.0,"Thai Girl is supposedly the result of seeds found by Gold King in Thai Stick crossed against Tres Dawg. This sativa-dominant hybrid was cultivated in the late 70’s and spread the euphoric stimulation native to Southeast Asian herb across the cannabis world. Enjoy this tropical bud in the sunshine, as it encourages physical activity without overstimulation. "
1955,Thai Haze,"['Pine', 'Pepper', 'Sweet']",sativa,"['Euphoric', 'Happy', 'Creative', 'Energetic', 'Aroused']",['Anxious'],"['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headache', 'Muscle Spasms']",4.3,"Thai Haze is, you guessed it, a cross between Thai and Haze strains that creates a creative, euphoric head-based high. Like many sativas, this strain takes longer to flower and may require some experience to grow since it can be fickle. Space can also be a concern as plants grow large and tall (up to six feet). Its yellow-green flowers should be sticky and will give off a spicy and skunky scent that Haze lovers will recognize. The taste also includes an earthy sweetness that is telling of its Thai genetics. Effects can be slow to come on, but be careful: once they do, the almost psychedelic effects of “haze brain” are definitely possible side effects."
1956,Thai Lights,"['Earthy', 'Spicy/Herbal', 'Pine']",hybrid,"['Euphoric', 'Happy', 'Energetic', 'Uplifted', 'Focused', 'Relaxed']",['Dry Mouth'],"['Depression', 'Stress', 'Lack of Appetite', 'Fatigue', 'Headaches']",4.7,"Thai Lights is a sativa-dominant blend that crosses the uplifting effects of Thai sativas with the stable and robust Northern Lights. Originally bred by Dr. Atomic, Thai lights is a dynamic hybrid that boasts sweet earthy flavors and a cerebral buzz that accommodates social outings with an energetic rush of happiness. Medical patients applaud Thai Lights’ ability to combat depression and minimize the debilitating effects of migraine headaches."
1960,The Black,"['Earthy', 'Sweet', 'Woody']",indica,"['Relaxed', 'Euphoric', 'Happy', 'Sleepy', 'Focused', 'Uplifted']","['Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Inflammation']",4.4,"The Black is a strong 90% indica bred by BC Bud Depot. This strain dates back to the late 1980's, originating in California and on Vancouver Island in Canada. As characteristic of many indicas, this strain is optimally used for pain relief and as a sleeping aid. The Black was named after its unique growering characteristics: frosty leaves turn from a dark purple to black during flowering, reaching maturity between 8 to 10 weeks."
1961,The Blintz,"['Earthy', 'Lavender', 'Pungent']",hybrid,"['Happy', 'Creative', 'Energetic', 'Uplifted', 'Focused']",[],"['Pain', 'Cramps', 'Lack of Appetite', 'Nausea', 'Fatigue']",5.0,"Bred by Terraform Genetics, The Bintz is a dense hybrid strain that crosses Cheese Quake with Josh D.O.G. Its aroma is a mix of cheese and berries, finishing with the classic piney OG flavor. The Blintz, making this an ideal strain for daytime activity."
1962,The Blood,"['Earthy', 'Pungent', 'Tropical']",sativa,"['Creative', 'Energetic', 'Uplifted', 'Focused', 'Aroused', 'Euphoric']",[],"['Depression', 'Stress', 'Lack of Appetite', 'Fatigue', 'Headaches']",4.6,"The Blood is a Hawaiian landrace phenotype that appears so rarely that it has gained a mythological status among growers. The Blood was given its name for the red veins found in its stems and leaves, and the deep red sap that flows from them. The Pua Mana 1st Hawaiian Pakalōlō Seed Bank’s Kona Gold “Blood” phenotype and other “Blood” phenotypes are believed to be a sign from Ke Akua (God), blessing the grower and signaling an abundant harvest."
1963,The Brotherhood,"['Earthy', 'Sweet', 'Vanilla', 'Coffee']",hybrid,"['Euphoric', 'Happy', 'Energetic', 'Aroused', 'Uplifted', 'Relaxed', 'Hungry']","['Dry Mouth', 'Dry Eyes']","['Pain', 'Stress', 'Fatigue']",4.5,"The Brotherhood by Animas Seed Co. is a stimulating cross of Slick Willie and Icarus. This strain has a quick onset and robust longevity, making it ideal for anyone seeking some get-up-and-go. Hitting firmly between the eyes and rippling outward throughout the body, The Brotherhood offers a stimulating alertness ideal for exercise, sports, or outdoor activity. Do not indulge in this particular strain near or before bed as the stimulating effects can easily postpone rest.  "
1964,The Cough,"['Pungent', 'Pine', 'Citrus']",sativa,"['Euphoric', 'Happy', 'Energetic', 'Uplifted', 'Giggly', 'Focused']",[],"['Depression', 'Pain', 'Stress', 'Nausea', 'Fatigue']",4.5,"The Cough is a sativa-dominant hybrid of the renowned Northern Lights #5 and Haze. This cross is named for its thick smoke that expands the lungs and often causes consumers to cough. The flavor and aroma is a mixture of earthy, hash notes and a hint of citrus. The Cough produces a happy mindset and a relaxed body making it a great strain to counter stress."
1965,The Doctor,"['Earthy', 'Citrus', 'Pungent', 'Sweet', 'Grapefruit']",indica,"['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy', 'Aroused', 'Energetic']",[],"['Depression', 'Insomnia', 'Pain', 'Stress', 'Inflammation']",4.4,"Bred by Green House Seeds, The Doctor is an indica-dominant strain designed to treat a myriad of unpleasant symptoms such as pain, nausea, appetite loss, and insomnia. Its name also comes in tribute to the motorcycle racer Valentino Rossi, also called “The Doctor.” Heavy sedating effects act fast, leaving you feeling pacified and calm. Earthy flavors soured by skunky, fruity notes arrive on the inhale, making their exit with the taste of hashy spice. Great White Shark, Super Skunk, and an unnamed South Indian parent lend The Doctor its genetic blueprint."
1966,The Flav,"['Flowery', 'Berry', 'Sweet', 'Diesel']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy', 'Energetic']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Stress', 'Lack of Appetite', 'Nausea', 'Headache', 'Headaches']",4.2,"The Flav combines the oily, thick rich fruity taste of Romulan with the cherry goodness of Space Queen. It's a 40/60 sativa/indica hybrid that provides a heavy yield and was included in High Times' Top 10 of 2008."
1968,The Grunk,"['Grape', 'Skunk', 'Pungent', 'Sweet']",hybrid,"['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted', 'Relaxed', 'Tingly']","['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Lack of Appetite', 'Headache', 'Headaches']",4.6,"The Grunk is a perfect representation of its parent strains Grape Ape and Skunk #1. The aroma is sweet and fruity, mixing with pungent skunky notes to create a flavorful burst of earthy, grape flavors upon exhale. The relaxing indica-dominant effects calm body pains and are balanced by a clear-headed cerebral buzz that lifts away anxieties."
1971,The One,"['Earthy', 'Pungent', 'Pine', 'Diesel']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Sleepy', 'Giggly', 'Tingly']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Nausea', 'Inflammation']",4.9,"The One, originally bred by Clackamas Coots or CC, is a perfectly balanced hybrid of two landrace strains. It is sometimes referred to by its genetic combination Thai x Pure Afghan, with its sativa heritage stemming from its Thai background and the Afghan influence bringing a thick resinous frosting of trichomes. This specific combination of two cornerstone landrace strains is known to only be available through a select circle of breeders and growers in Oregon. "
1972,The Ooze,"['Apple', 'Spicy/Herbal', 'Sweet']",indica,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Focused', 'Tingly', 'Uplifted']",[],[],5.0,"The Ooze is an 80/20 indica-dominant cross of Green Crack and White Fire Alien OG. With effects that sedate and relax, The Ooze takes its title seriously. Employ this heavyweight in the evening to stimulate appetite and encourage rest, or look to this strain for contending with strong social anxiety. Just don’t plan on doing too much too fast. "
1973,The Sauce,"['Earthy', 'Citrus', 'Lime', 'Sweet']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Giggly', 'Creative']",[],"['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headaches']",4.8,"The Sauce is a 60/40 sativa-dominant hybrid bred by Exotic Genetix. Using a backcross of Green Ribbon to pollenate a Gorilla Glue #4 mother, the Northwest breeder created a potent blend that emits a mix of chocolate, lime and diesel flavors. The Sauce took the prize for Judge’s Choice at the 2015 DOPE Cup in Seattle."
1974,The Sheriff,"['Earthy', 'Woody']",hybrid,"['Relaxed', 'Uplifted', 'Sleepy']",['Dry Eyes'],['Eye Pressure'],4.0,"The Sheriff is a sativa-dominant hybrid cross between Chemdawg 91 and SFV OG Kush, two classic staples known for their potent cerebral euphoria. Taking after its parents, The Sheriff’s uplifting effects shake creativity and happiness awake while lending a physical relaxation conducive to rest or meditation."
1975,The Sister,"['Sweet', 'Diesel', 'Skunk', 'Citrus']",indica,"['Relaxed', 'Creative', 'Uplifted', 'Tingly', 'Aroused', 'Euphoric', 'Focused']",['Dry Mouth'],"['Depression', 'Insomnia', 'Pain', 'Lack of Appetite', 'Headaches']",4.3,"The Sister is an 80/20 indica-dominant strain that is said to be a rare “sister” cut of Chemdawg. Although led by indica genetics, The Sister provides uplifting, clear-headed euphoria that leaves the mind awake and nimble for creative endeavors while also kick-starting the appetite. Like her sister, this strain takes on a sweet citrus and sour diesel aroma."
1976,The Third Dimension,"['Citrus', 'Sweet', 'Orange', 'Earthy', 'Chemical']",hybrid,"['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']",['Anxious'],"['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Muscle Spasms']",4.5,"The Third Dimension, also known as 3D, from TGA Genetics combines the best of three potent parent strains: Apollo 13, Jack’s Cleaner, and Space Queen. This sativa-dominant hybrid will gently lift you into a creative cerebral space devoid of stress, and with larger doses comes the more powerful metaphysical experience implied by 3D’s name. It may be difficult to resist the pungent, fruity aroma of mango, pineapple, and lemon, but novice cannabis consumers are urged to approach this heavy-hitter with caution. Growers praise 3D for its short maturation cycle that gives rise to moderate yields of sharply pointed buds blanketed in resin following an indoor flowering time of 45 to 50 days."
1977,The Truth,"['Earthy', 'Berry', 'Woody']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Focused', 'Sleepy']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headaches']",4.6,"The Truth by True Canna Genetics is a rare indica-dominant strain that crosses Triangle Kush with a SFV OG and a backcrossed Chemdawg hybrid. Its heavy painkilling properties are accented by an earthy, spicy aroma characteristic of Kush varieties. The Truth is a colorful high-yielding strain that flowers in 63 days indoors or in early October for outdoor gardens."
1978,The Void,"['Pungent', 'Cheese', 'Spicy/Herbal', 'Sweet', 'Grape', 'Flowery']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Talkative', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Fatigue']",4.5,"The Void, also known as Purple Apollo 13, is a sativa-dominant hybrid cross between Apollo 13 and Querkle from TGA Genetics. It tastes similar to grape saltwater taffy and provides a soaring, motivational high."
1979,The White,"['Earthy', 'Pine', 'Sweet', 'Pungent']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy', 'Creative']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']",4.6,"This mysterious strain, supposedly from somewhere in Florida and originally called “Triangle,” is aptly named; The White is covered with so many white trichomes that the buds look like they were rolled in confectioner’s sugar. While it looks much like an OG in structure and certainly has the potency associated with the best OG Kush cuts, it has little of the smell or flavor found in those West Coast favorites. In fact, The White is actually known for a distinct lack of odor or flavor, leaving some to pass it over in favor of other more pungent varieties. The high is usually described as a true hybrid effect with equal body and head sensation, and definitely very potent."
1980,The Wife,"['Sweet', 'Tree Fruit', 'Plum', 'Lemon', 'Tree', 'Fruit']",hybrid,"['Relaxed', 'Happy', 'Creative', 'Uplifted', 'Aroused', 'Tingly', 'Euphoric']",[],"['Depression', 'Pain', 'Fatigue', 'Inflammation', 'Muscle Spasms']",4.9,"The Wife by Terrapin Care Station is a robust CBD hybrid with a nearly 20:1 CBD/THC ratio. While the genetics remain unknown, The Wife delivers traditional CBD-rich elements including the flavor of fresh cherries and soothing physical effects without psychoactivity. Enjoy this strain to curb a variety of physical ailments such as nausea, chronic pain, migraines, and chemotherapy side effects."
1981,Thelonious Skunk,"['Skunk', 'Citrus', 'Pungent', 'Spicy/Herbal']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Energetic']",['Dry Eyes'],"['Depression', 'Insomnia', 'Pain', 'Stress']",4.8,"Thelonious Skunk, named for Colorado Seed Inc.’s favorite jazz musician, Thelonious Monk, is the funky lovechild of Island Sweet Skunk and Nina Limone. This upbeat, bebopping combo exhibits tropical flavors like citrus trees and sweet earth, mixed with a distinct skunky undertone. Its bouquet of diverse smells aligns well with its energizing effects, which wrap the consumer in a pleasant, upbeat haze that helps combat depression and lethargy.   "
